,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
1204,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,280.0,active
1205,CHEMBL2089032,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NC[C@@H](O)CO)nc21,190.0,active
1206,CHEMBL2089033,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@@H]3CCC[C@H](O)[C@@H]3O)nc21,270.0,active
1207,CHEMBL2089034,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N3C[C@H](O)C[C@H]3CO)nc21,610.0,active
1208,CHEMBL2089035,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NCC[C@H](O)CO)nc21,820.0,active
1209,CHEMBL2089036,CC(C)[C@H](N)C(=O)OC[C@H](O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1.Cl,180.0,active
1211,CHEMBL2088658,Cc1n[nH]c(=O)c2[nH]c3ccc(F)cc3c12,10000.0,inactive
1212,CHEMBL2088659,COc1ccc2[nH]c3c(=O)[nH]nc(C)c3c2c1,10000.0,inactive
1213,CHEMBL2088660,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,inactive
1214,CHEMBL2088661,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc([N+](=O)[O-])c1,10000.0,inactive
1215,CHEMBL2088662,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc(C#N)cc1,10000.0,inactive
1216,CHEMBL2088663,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc(C#N)c1,10000.0,inactive
1217,CHEMBL2088664,COc1ccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,inactive
1218,CHEMBL2088665,COc1cccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,inactive
1219,CHEMBL2088666,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,inactive
1220,CHEMBL2088667,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc([N+](=O)[O-])c1,10000.0,inactive
1221,CHEMBL2088668,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc(C#N)cc1,10000.0,inactive
1222,CHEMBL2088669,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc(C#N)c1,10000.0,inactive
1223,CHEMBL2088670,COc1ccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,inactive
1224,CHEMBL2088671,COc1cccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,inactive
1225,CHEMBL2088672,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,inactive
1226,CHEMBL2088673,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc([N+](=O)[O-])c1,10000.0,inactive
1227,CHEMBL2088674,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc(C#N)cc1,10000.0,inactive
1228,CHEMBL2088675,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc(C#N)c1,10000.0,inactive
1229,CHEMBL2088676,COc1ccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,inactive
1230,CHEMBL2088677,COc1cccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,inactive
1232,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,200.0,active
1233,CHEMBL2153517,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1OC,10000.0,inactive
1234,CHEMBL2153516,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1,10000.0,inactive
1235,CHEMBL2153515,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1OC,10000.0,inactive
1236,CHEMBL2153412,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1,10000.0,inactive
1237,CHEMBL2153411,c1ccc(Nc2ncnc3c2sc2ccccc23)cc1,10000.0,inactive
1238,CHEMBL1836358,Nc1ncnc2c1sc1ccccc12,5200.0,intermediate
1239,CHEMBL2153518,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,inactive
1240,CHEMBL2153519,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,inactive
1241,CHEMBL2153520,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ccccc12,10000.0,inactive
1242,CHEMBL2153521,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ccccc23)ccc1O,10000.0,inactive
1243,CHEMBL457313,Nc1ncnc2c1sc1ncccc12,10000.0,inactive
1244,CHEMBL2153522,c1ccc(Nc2ncnc3c2sc2ncccc23)cc1,10000.0,inactive
1245,CHEMBL2153523,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1,10000.0,inactive
1246,CHEMBL2153524,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1OC,10000.0,inactive
1247,CHEMBL2153525,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1,10000.0,inactive
1248,CHEMBL2153526,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1OC,10000.0,inactive
1249,CHEMBL2153527,c1cnc2sc3c(Nc4ccc5c(c4)OCO5)ncnc3c2c1,10000.0,inactive
1250,CHEMBL2153528,c1cnc2sc3c(Nc4ccc5c(c4)OCCO5)ncnc3c2c1,10000.0,inactive
1251,CHEMBL2153529,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ncccc12,10000.0,inactive
1252,CHEMBL2153530,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ncccc23)ccc1O,10000.0,inactive
1253,CHEMBL2153531,Nc1ncnc2c1sc1cccnc12,10000.0,inactive
1254,CHEMBL2153532,c1ccc(Nc2ncnc3c2sc2cccnc23)cc1,10000.0,inactive
1255,CHEMBL2153533,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1,10000.0,inactive
1256,CHEMBL2153534,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1OC,10000.0,inactive
1257,CHEMBL2153535,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1,10000.0,inactive
1258,CHEMBL2153536,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1OC,10000.0,inactive
1259,CHEMBL2153537,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,inactive
1260,CHEMBL2153538,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,inactive
1261,CHEMBL2153539,Fc1cc(Br)ccc1Nc1ncnc2c1sc1cccnc12,10000.0,inactive
1262,CHEMBL2153540,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2cccnc23)ccc1O,10000.0,inactive
1263,CHEMBL2153541,Nc1ncnc2c1sc1nccnc12,10000.0,inactive
1264,CHEMBL2153542,c1ccc(Nc2ncnc3c2sc2nccnc23)cc1,10000.0,inactive
1265,CHEMBL2153543,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1,10000.0,inactive
1266,CHEMBL2153544,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1OC,10000.0,inactive
1267,CHEMBL2153545,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1,10000.0,inactive
1268,CHEMBL2153546,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1OC,10000.0,inactive
1269,CHEMBL2153547,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,inactive
1270,CHEMBL2153548,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,inactive
1271,CHEMBL2153549,Fc1cc(Br)ccc1Nc1ncnc2c1sc1nccnc12,10000.0,inactive
1272,CHEMBL2153550,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2nccnc23)ccc1O,10000.0,inactive
1273,CHEMBL230194,Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1,70000.0,inactive
1274,CHEMBL2153260,Nc1nc2c(-c3ccco3)nccc2[nH]1,34000.0,inactive
1275,CHEMBL2153261,Nc1nc2c(-c3cccs3)nccc2[nH]1,43000.0,inactive
1276,CHEMBL2153263,Nc1nc2c(-c3ccsc3)nccc2[nH]1,11000.0,inactive
1277,CHEMBL2153264,Nc1nc2c(-c3ccccn3)nccc2[nH]1,6000.0,intermediate
1278,CHEMBL2153265,Nc1nc2c(-c3cccnc3)nccc2[nH]1,60000.0,inactive
1279,CHEMBL2153267,Nc1nc2c(-c3ccccc3)nccc2[nH]1,40000.0,inactive
1280,CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,30000.0,inactive
1281,CHEMBL485053,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1N,10000.0,inactive
1282,CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,8000.0,intermediate
1283,CHEMBL2180845,O=C(Nc1ccc(O)cn1)Nc1cccc2c1C1CCCCN1C2=O,1300.0,intermediate
1284,CHEMBL2180844,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncccc1O,37.0,active
1285,CHEMBL2180843,O=C(Nc1ccc(-c2ccccc2)cn1)Nc1cccc2c1C1CCCCN1C2=O,4000.0,intermediate
1286,CHEMBL2180859,O=C(Nc1cccc(N2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,inactive
1287,CHEMBL2180858,COc1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,590.0,active
1288,CHEMBL2180857,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1nc(Cl)c(Cl)c(Cl)c1Cl,10000.0,inactive
1289,CHEMBL2180856,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncc(F)cc1F,260.0,active
1290,CHEMBL2180855,O=C(Nc1cccc(F)n1)Nc1cccc2c1C1CCCCN1C2=O,90.0,active
1291,CHEMBL2180854,O=C(Nc1cc(Br)ccn1)Nc1cccc2c1C1CCCCN1C2=O,25.0,active
1292,CHEMBL2180853,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CCCCN1C2=O,130.0,active
1293,CHEMBL2180852,O=C(Nc1cccc(Br)n1)Nc1cccc2c1C1CCCCN1C2=O,40.0,active
1294,CHEMBL2180851,O=C(Nc1cc(O)c2ccccc2n1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,inactive
1295,CHEMBL2180850,O=C(Nc1ccc2cccc(O)c2n1)Nc1cccc2c1C1CCCCN1C2=O,700.0,active
1296,CHEMBL2180849,O=C(Nc1cc2ccccc2cn1)Nc1cccc2c1C1CCCCN1C2=O,68.0,active
1297,CHEMBL2180848,O=C(Nc1nc2ccccc2s1)Nc1cccc2c1C1CCCCN1C2=O,16000.0,inactive
1298,CHEMBL2180847,O=C(Nc1cc(-c2ccccc2)on1)Nc1cccc2c1C1CCCCN1C2=O,1500.0,intermediate
1299,CHEMBL2180846,Cc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)no1,2700.0,intermediate
1300,CHEMBL2180870,Cn1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,510.0,active
1301,CHEMBL2180869,O=C(Nc1cc[nH]n1)Nc1cccc2c1C1CCCCN1C2=O,170.0,active
1302,CHEMBL2180868,O=C(Nc1csc(-c2ccncc2)n1)Nc1cccc2c1C1CCCCN1C2=O,1700.0,intermediate
1303,CHEMBL2180867,Cc1nc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cs1,530.0,active
1304,CHEMBL2180866,O=C(Nc1cscn1)Nc1cccc2c1C1CCCCN1C2=O,430.0,active
1305,CHEMBL2180865,O=C(Nc1ccncn1)Nc1cccc2c1C1CCCCN1C2=O,1500.0,intermediate
1306,CHEMBL2180864,O=C(Nc1ncccn1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,inactive
1307,CHEMBL2180863,O=C(Nc1cnccn1)Nc1cccc2c1C1CCCCN1C2=O,70.0,active
1308,CHEMBL2180862,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCCN1C2=O,80.0,active
1309,CHEMBL2180861,O=C(Nc1ccccc1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,inactive
1310,CHEMBL2180860,O=C(Nc1cccc2c1C1CCCCN1C2=O)NC1CCCCC1,10000.0,inactive
1311,CHEMBL2234213,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1,10000.0,inactive
1312,CHEMBL2234212,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,10000.0,inactive
1313,CHEMBL2234211,O=c1[nH]cnc2c(-c3ccc(Br)cc3)n[nH]c12,10000.0,inactive
1314,CHEMBL2234269,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12,10000.0,inactive
1315,CHEMBL2234268,CCOC(=O)c1[nH]nc(-c2ccc(Br)cc2)c1N,10000.0,inactive
1316,CHEMBL2234220,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,10000.0,inactive
1317,CHEMBL2234219,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1,10000.0,inactive
1318,CHEMBL2234218,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,10000.0,inactive
1319,CHEMBL2234217,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,10000.0,inactive
1320,CHEMBL2234216,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,10000.0,inactive
1321,CHEMBL2234215,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1,10000.0,inactive
1322,CHEMBL2234214,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1,10000.0,inactive
1323,CHEMBL2262602,O=C(O)/C(Br)=C/c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,10000.0,inactive
1324,CHEMBL2262601,Cc1nn(-c2ccccc2)c(C)c1/C=C(\Br)C(=O)O,10000.0,inactive
1325,CHEMBL2262600,O=C(O)/C(Br)=C/c1ccc(Cl)cc1,10000.0,inactive
1326,CHEMBL2262599,Cc1nn(-c2ccccc2)c(C)c1/C=C(\I)c1nc2ccccc2[nH]c1=O,10000.0,inactive
1327,CHEMBL2262598,O=c1[nH]c2ccccc2nc1/C(I)=C/c1ccc(Cl)cc1,10000.0,inactive
1328,CHEMBL2262597,O=c1[nH]c2ccccc2nc1/C(I)=C/c1ccccc1,10000.0,inactive
1329,CHEMBL2262596,O=c1[nH]c2ccccc2nc1/C(Cl)=C/c1ccc(Cl)cc1,10000.0,inactive
1330,CHEMBL2262595,O=C(COC1=C(Br)C(c2ccccc2)OC1=O)NCc1ccccc1,10000.0,inactive
1331,CHEMBL2262594,Cc1nn(-c2ccccc2)c(C)c1C1OC(=O)C(O)=C1I,10000.0,inactive
1332,CHEMBL2262593,COc1ccc(C2OC(=O)C(O)=C2I)cc1OC,10000.0,inactive
1333,CHEMBL2262592,O=C1OC(c2ccc(Cl)cc2)C(I)=C1O,10000.0,inactive
1334,CHEMBL2262591,O=C1OC(c2ccccc2)C(I)=C1O,10000.0,inactive
1335,CHEMBL2262590,Cc1nn(-c2ccccc2)c(C)c1C1OC(=O)C(O)=C1Cl,10000.0,inactive
1336,CHEMBL2262589,O=C1OC(c2cn(-c3ccccc3)nc2-c2ccc(Br)cc2)C(Br)=C1O,10000.0,inactive
1337,CHEMBL2262588,COc1ccc(-c2nn(-c3ccccc3)cc2C2OC(=O)C(O)=C2Br)cc1,10000.0,inactive
1338,CHEMBL2262782,O=C1OC(c2cn(-c3ccccc3)nc2-c2ccccc2)C(Br)=C1O,10000.0,inactive
1339,CHEMBL2262781,Cc1nn(-c2ccccc2)c(C)c1C1OC(=O)C(O)=C1Br,10000.0,inactive
1340,CHEMBL2262780,O=C1OC(c2ccc(Cl)cc2)C(Br)=C1O,10000.0,inactive
1341,CHEMBL2262779,O=C1OC(c2ccccc2)C(Br)=C1O,10000.0,inactive
1342,CHEMBL2262605,O=C(O)C(=O)/C=C/c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,10000.0,inactive
1343,CHEMBL2262604,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)C(=O)O)cc1,10000.0,inactive
1344,CHEMBL2262603,O=C(O)C(=O)/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1,10000.0,inactive
1345,CHEMBL2295951,CC(C)n1cnc2c(Nc3ccc(-c4cncnc4)cc3)nc(Cl)nc21,2100.0,intermediate
1346,CHEMBL2295941,CC(C)CC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,2000.0,intermediate
1347,CHEMBL2295959,CC(C)n1cnc2c(Nc3cccc(-c4ncccn4)c3)nc(Cl)nc21,1300.0,intermediate
1348,CHEMBL2295942,CC(C)n1cnc2c(Nc3cccc(-c4cncnc4)c3)nc(Cl)nc21,1000.0,active
1349,CHEMBL2295950,CC(C)C[C@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,1000.0,active
1350,CHEMBL2295938,CC(C)C[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,900.0,active
1351,CHEMBL2295940,CC(O)C(O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,620.0,active
1352,CHEMBL2295956,CC(C)CC[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,540.0,active
1353,CHEMBL2295936,CCC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,500.0,active
1354,CHEMBL2295955,CC(C)C[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,480.0,active
1355,CHEMBL2295944,CCC[C@H](O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,300.0,active
1356,CHEMBL2295948,CCC[C@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,270.0,active
1357,CHEMBL2295960,CCC[C@@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,200.0,active
1358,CHEMBL2295953,CCC[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,200.0,active
1359,CHEMBL2295957,CC(C)n1cnc2c(Nc3ccc(-c4cncnc4)cc3)nc(NC(O)CCO)nc21,190.0,active
1360,CHEMBL2295946,CC(C)C(O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,110.0,active
1361,CHEMBL2295939,CC(C)C(O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,110.0,active
1362,CHEMBL2295958,CC(C)C(O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,110.0,active
1363,CHEMBL2295947,CCC[C@@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,100.0,active
1364,CHEMBL2295949,CC(C)C[C@@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,83.0,active
1365,CHEMBL2295943,CCC[C@@H](O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,70.0,active
1366,CHEMBL2295952,CCC[C@@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,60.0,active
1367,CHEMBL2295945,CC(C)C[C@@H](O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,52.0,active
1368,CHEMBL2295937,CC(C)C[C@@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,50.0,active
1369,CHEMBL2295954,CC(C)C[C@@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,20.0,active
1370,CHEMBL215919,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,80.0,active
1371,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,200.0,active
1372,CHEMBL2314434,CC(C)n1cnc2c(Nc3ccnnc3)nc(C(C)(C)CO)nc21,100.0,active
1373,CHEMBL2311568,CC(C)n1c(C(CO)CO)nc2c(Nc3ccnnc3)ncnc21,200.0,active
1374,CHEMBL2314433,CC(C)[C@@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,230.0,active
1375,CHEMBL2314436,CC(C)[C@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,41.0,active
1376,CHEMBL2314435,CC[C@@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,42.0,active
1377,CHEMBL2314437,CC[C@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,60.0,active
1378,CHEMBL2314438,CC(C)n1cnc2c(Nc3ccnnc3)nc(Cl)nc21,3000.0,intermediate
1379,CHEMBL2314439,CC(C)n1cnc2c(Nc3cnccn3)nc(Cc3cnccn3)nc21,13000.0,inactive
1380,CHEMBL2314440,CC(C)n1c(Nc2cncc(C(C)(C)CO)n2)nc2cncnc21,3000.0,intermediate
1381,CHEMBL2314441,CC(C)[C@H](CO)Nc1cncc(Nc2nc3cncnc3n2C(C)C)n1,300.0,active
1382,CHEMBL2314442,CC[C@H](CO)Nc1cncc(Nc2nc3cncnc3n2C(C)C)n1,900.0,active
1383,CHEMBL2314443,CC(C)n1cnc2c(Nc3cnccn3)nc(Cl)nc21,12000.0,inactive
1384,CHEMBL2314444,CC(C)n1c(C(CO)CO)nc2c(Nc3cncnc3)ncnc21,300.0,active
1385,CHEMBL2314445,CC(C)n1cnc2c(Nc3cncnc3)nc(C(C)(C)CO)nc21,180.0,active
1386,CHEMBL2314446,CC(C)[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,370.0,active
1387,CHEMBL2314447,CC(C)[C@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,38.0,active
1388,CHEMBL2314448,CC[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,76.0,active
1389,CHEMBL2314449,CC[C@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,42.0,active
1390,CHEMBL2314450,CC(C)n1cnc2c(Nc3cncnc3)nc(Nc3cncnc3)nc21,360.0,active
1391,CHEMBL2314451,CC(C)n1cnc2c(Nc3cncnc3)nc(Cl)nc21,2800.0,intermediate
1392,CHEMBL2314452,CC(C)n1cnc2c(Nc3ccncn3)nc(C(C)(C)CO)nc21,3200.0,intermediate
1393,CHEMBL2314453,CC(C)n1c(C(CO)CO)nc2c(Nc3ccncn3)ncnc21,8500.0,intermediate
1394,CHEMBL2314454,CC(C)[C@@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,3200.0,intermediate
1395,CHEMBL2314455,CC(C)[C@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,730.0,active
1396,CHEMBL2314457,CC[C@@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,4800.0,intermediate
1397,CHEMBL2314456,CC[C@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,1800.0,intermediate
1398,CHEMBL2314458,CC(C)n1cnc2c(Nc3ccncn3)nc(Cl)nc21,10000.0,inactive
1399,CHEMBL2314459,CC(C)[C@@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,10000.0,inactive
1400,CHEMBL2314460,CC(C)[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,10000.0,inactive
1401,CHEMBL2314461,CC[C@@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,11000.0,inactive
1402,CHEMBL2314463,CC[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,10000.0,inactive
1403,CHEMBL2314462,CC(C)n1cnc2c(Nc3ncccn3)nc(Cl)nc21,10000.0,inactive
1404,CHEMBL2314465,CC(C)[C@@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,200.0,active
1405,CHEMBL2314464,CC(C)[C@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,21.0,active
1406,CHEMBL2314467,CC[C@@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,50.0,active
1407,CHEMBL2314466,CC[C@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,17.0,active
1408,CHEMBL2314469,CC(C)n1cnc2c(Nc3ccncc3)nc(Cl)nc21,7400.0,intermediate
1409,CHEMBL2314468,CC(C)n1c(C(CO)CO)nc2c(Nc3cccnc3)ncnc21,300.0,active
1410,CHEMBL2314470,CC(C)[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,300.0,active
1411,CHEMBL2314471,CC(C)[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,22.0,active
1412,CHEMBL2314472,CC[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,90.0,active
1413,CHEMBL2314473,CC[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,25.0,active
1414,CHEMBL2314474,CC(C)n1cnc2c(Nc3cccnc3)nc(Cl)nc21,1100.0,intermediate
1415,CHEMBL2314475,CC(C)[C@@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,1900.0,intermediate
1416,CHEMBL2314476,CC(C)[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,1100.0,intermediate
1417,CHEMBL2314477,CC[C@@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,4100.0,intermediate
1418,CHEMBL2314478,CC[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,2300.0,intermediate
1419,CHEMBL2314479,CC(C)n1cnc2c(Nc3ccccn3)nc(Cl)nc21,2100.0,intermediate
1420,CHEMBL2313884,COc1ccc2c(c1)sc1c(Nc3ccc(N(C)C)cc3)ncnc12,10000.0,inactive
1421,CHEMBL2313927,COc1ccc2c(c1)sc1c(Nc3cccc(C(F)(F)F)c3)ncnc12,10000.0,inactive
1422,CHEMBL2313926,COc1ccc2c(c1)sc1c(Nc3ccc(C#N)cc3)ncnc12,10000.0,inactive
1423,CHEMBL2313925,COc1ccc(Nc2ncnc3c2sc2cc(OC)ccc23)c(F)c1,10000.0,inactive
1424,CHEMBL2313924,COc1ccc2c(c1)sc1c(Nc3ccc(Br)cc3F)ncnc12,10000.0,inactive
1425,CHEMBL2313923,COc1ccc2c(c1)sc1c(Nc3ccc(F)cc3F)ncnc12,10000.0,inactive
